CRIMEID,CCN,REPORTDATE,ADDRESS,WARD,LATITUDE,LONGITUDE,location_error_type,severity_score,NEARESTINTSTREETNAME,OFFINTERSECTION,INTAPPROACHDIRECTION,candidate_rank,recovered_nearestintkey,recovered_intersection_name,candidate_street_1,candidate_street_2,matched_distance_m,both_street_score,v3_rerank_score,recovery_confidence
65553049680,25127469,2025-09-11 18:34:00+00:00,"ANACOSTIA DRIVE SE
WASHINGTON,",WARD 7,38.876115,-76.976109,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,2,d9343ed0a641150a34cace64983ddb51,NICHOLSON STREET SE AND ANACOSTIA DRIVE SE,NICHOLSON STREET SE,ANACOSTIA DRIVE SE,77.35449797672233,2,122.64550202327767,LOW
65555260802,25127896,2025-08-22 14:00:00+00:00,"INTERSTATE 295 INTERSTATE BN
WASHINGTON,",WARD 8,38.845163,-77.007218,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,01e1d1f569a8833e7b3d385dc82bf891,MALCOLM X AVENUE SE AND RAMP TO SOUTH CAPITOL STREET NORTHBOUND,MALCOLM X AVENUE SE,SOUTH CAPITOL STREET,81.31456125904133,0,-81.31456125904133,LOW
65557210740,25127869,2025-08-22 13:10:00+00:00,1940 MONTANA AVENUE NE,WARD 5,38.916243,-76.976758,FAR_FROM_CENTERLINE,3.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,2,a15584364f45053813710fb4e2143158,MONTANA AVENUE NE AND MONTANA AVENUE NE,MONTANA AVENUE NE,MONTANA AVENUE NE,136.68764620288857,7,563.3123537971114,MEDIUM
65561343112,25128053,2025-08-22 19:16:00+00:00,4004 MINNESOTA AVENUE NE,WARD 7,38.895228,-76.949381,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,0790b38e6cf42c98a26dbfd329f61a5c,MINNESOTA AVENUE NE AND BENNING ROAD NE,MINNESOTA AVENUE NE,BENNING ROAD NE,21.82043121749508,2,178.17956878250493,LOW
65561917076,25128064,2025-08-22 20:00:00+00:00,1400 EAST CAPITOL STREET NE,WARD 6,38.890041,-76.985498,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,79b89464c06c01b858ac6df9cd397d35,EAST CAPITOL STREET AND 14TH STREET SE,EAST CAPITOL STREET,14TH STREET SE,26.51621870093062,2,173.4837812990694,LOW
65562256873,25127529,2025-08-22 21:02:00+00:00,4089 MINNESOTA AVENUE NE,WARD 7,38.897139,-76.947207,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,3e6fca0498042d8c5186f029a80a9675,MINNESOTA AVENUE NE AND GRANT STREET NE,MINNESOTA AVENUE NE,GRANT STREET NE,148.24488830253858,2,51.755111697461416,LOW
65562426203,25128118,2025-08-22 21:00:00+00:00,4065 MINNESOTA AVENUE NE,WARD 7,38.896699,-76.947601,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,3e6fca0498042d8c5186f029a80a9675,MINNESOTA AVENUE NE AND GRANT STREET NE,MINNESOTA AVENUE NE,GRANT STREET NE,206.69901759741964,2,-6.69901759741964,LOW
65563081387,25128077,2025-08-22 19:35:00+00:00,"CANAL ROAD NW
WASHINGTON,",WARD 3,38.914129,-77.097914,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,089b22353d917f02b55fef7d83c3c3bb,HUTCHINS PLACE NW AND POTOMAC AVENUE NW,HUTCHINS PLACE NW,POTOMAC AVENUE NW,82.38026439963626,0,-82.38026439963626,LOW
65563624554,25128054,2025-08-22 20:00:00+00:00,1405 BRENTWOOD PARKWAY NE,WARD 5,38.909741,-76.993049,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,3,8ced7b3d476c79f6f647226c576093f7,TELEGRAPH HILL ROAD NE AND BRENTWOOD PARKWAY NE,TELEGRAPH HILL ROAD NE,BRENTWOOD PARKWAY NE,142.84762615591663,2,57.15237384408337,LOW
65563867878,25118173,2025-08-04 14:47:00+00:00,915 OHIO DRIVE SW,WARD 2,38.879302,-77.031464,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,2,9762237a1786a46195b2c839b7adcf70,INTERSTATE 395 SOUTHBOUND AND RAMP TO OHIO DRIVE SW,INTERSTATE 395,OHIO DRIVE SW,74.47544374082281,2,125.52455625917719,LOW
65563884438,25128166,2025-08-22 22:20:00+00:00,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 6,38.882252,-77.025774,INTERSECTING_ROUTE_ERROR,3.0,,0.0,EAST,1,66df9aa4c0a6ed0cf53b18b819189a11,INTERSTATE 395 NORTHBOUND AND RAMP TO 9TH STREET SW,INTERSTATE 395,9TH STREET SW,0.08012588140620445,2,199.91987411859378,LOW
65563998488,25128149,2025-08-22 22:06:00+00:00,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 6,38.882252,-77.025774,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,66df9aa4c0a6ed0cf53b18b819189a11,INTERSTATE 395 NORTHBOUND AND RAMP TO 9TH STREET SW,INTERSTATE 395,9TH STREET SW,0.08012588140620445,2,199.91987411859378,LOW
65564203205,25128194,2025-08-22 23:03:00+00:00,10 ANACOSTIA ROAD SE,WARD 7,38.889243,-76.950927,FAR_FROM_CENTERLINE,3.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,e1da7759d9378eba366b77b216fecbd0,B STREET SE WESTBOUND AND RAMP FROM EAST CAPITOL STREET EASTBOUND,B STREET SE,EAST CAPITOL STREET,67.97290196326107,0,-67.97290196326107,LOW
65564408096,25128192,2025-08-22 23:20:00+00:00,537 3RD STREET NE,WARD 6,38.89714,-77.002038,BLOCKKEY_ERROR,1.0,E ST NE,113.04,NORTH,4,c2ea47e6e4b04b96e6bf17b5a8165669,3RD STREET NE AND E STREET NE,3RD STREET NE,E STREET NE,113.27117562133921,7,586.7288243786608,MEDIUM
65566664598,25128371,2025-08-23 06:00:00+00:00,1818 MARYLAND AVENUE NE,WARD 5,38.90293,-76.977643,BLOCKKEY_ERROR,1.0,K ST NE,37.38,NORTHEAST,1,340dd27e17aba2bf56aa4374326ba63e,MARYLAND AVENUE NE AND K STREET NE,MARYLAND AVENUE NE,K STREET NE,46.50334514260601,7,653.496654857394,HIGH
65566675004,25127810,2025-08-22 08:30:00+00:00,3314 EAST CAPITOL STREET NE,WARD 7,38.889964,-76.959244,INTERSECTING_ROUTE_ERROR,3.0,,0.0,EAST,1,9fd3d0ceedec691084c737aa879fe884,EAST CAPITOL STREET WESTBOUND AND RAMP FROM KENILWORTH AVENUE NE SOUTHBOUND,EAST CAPITOL STREET,KENILWORTH AVENUE NE,51.116584303455575,2,148.88341569654443,LOW
65570543787,25128469,2025-08-05 17:00:00+00:00,2712 MINNESOTA AVENUE SE,WARD 7,38.874928,-76.968345,INTERSECTING_ROUTE_ERROR,1.0,,4.17,NORTHEAST,1,b0300802607f70379541e381b4c1b79c,N STREET SE AND MINNESOTA AVENUE SE,N STREET SE,MINNESOTA AVENUE SE,27.85709099253702,2,172.14290900746298,LOW
65570647302,25127891,2025-08-22 14:20:00+00:00,500 INDIANA AVENUE NW,WARD 6,38.894085,-77.018905,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,663bf4268099bb6c7f97d647de895ccf,INDIANA AVENUE NW AND 5TH STREET NW,INDIANA AVENUE NW,5TH STREET NW,79.8207577863491,2,120.1792422136509,LOW
65571141768,25122566,2025-08-12 13:00:00+00:00,3636 16TH STREET NW,WARD 1,38.936056,-77.03715,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,3,10f160d9df1fb12a3bac6b81c05dfd2f,SPRING PLACE NW AND 16TH STREET NW,SPRING PLACE NW,16TH STREET NW,102.68674635927214,2,97.31325364072786,LOW
65572471692,25128527,2025-08-23 00:00:00+00:00,2721 6TH STREET NE,WARD 5,38.925115,-76.998446,BLOCKKEY_ERROR,1.0,FRANKLIN ST NE,52.15,SOUTH,1,3a457bdfda94663df01ab35a13b5c0c4,FRANKLIN STREET NE AND 6TH STREET NE,FRANKLIN STREET NE,6TH STREET NE,52.21222998806488,7,647.7877700119351,HIGH
65572567683,25128616,2025-08-23 19:30:00+00:00,"INTERSTATE 66 INTERSTATE BN
WASHINGTON,",WARD 2,38.892152,-77.060291,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,156656e0cd410826895334eec0a7d814,INTERSTATE 66 WESTBOUND AND RAMP TO GEORGE WASHINGTON PARKWAY NORTHBOUND,INTERSTATE 66,INTERSTATE 66,197.80805630509602,7,502.191943694904,LOW
65573102091,25128655,2025-08-23 20:50:00+00:00,101 V STREET SW,WARD 6,38.864622,-77.012749,BLOCKKEY_ERROR,1.0,V ST SW,30.24,NORTH,1,b3986783c40aaca3ff2daa158bad25cc,V STREET SW AND 1ST STREET SW,V STREET SW,1ST STREET SW,48.90436625689378,4,351.0956337431062,MEDIUM
65573671875,25128706,2025-08-23 23:00:00+00:00,3500 FORT LINCOLN DRIVE NE,WARD 5,38.922068,-76.948676,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,2,a1d7691967e4bdad3b181af4862a74bb,NORTH FORT LINCOLN DRIVE NE AND FORT LINCOLN DRIVE NE,NORTH FORT LINCOLN DRIVE NE,FORT LINCOLN DRIVE NE,158.76379969234088,2,41.23620030765912,LOW
65574151706,25128741,2025-08-24 00:40:00+00:00,1951 CONSTITUTION AVENUE NW,WARD 2,38.892938,-77.044222,FAR_FROM_CENTERLINE,3.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,4,1f49d673d158305a0ee95a55bcb28a9b,20TH STREET NW AND CONSTITUTION AVENUE NW,20TH STREET NW,CONSTITUTION AVENUE NW,111.8130015832329,2,88.1869984167671,LOW
65574288267,25128579,2025-08-23 18:50:00+00:00,"7TH STREET SW
WASHINGTON,",WARD 6,38.880732,-77.022904,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,9ad62247e19522f6e9f7cc5459cff0e3,H STREET SW AND 7TH STREET SW,H STREET SW,7TH STREET SW,100.35930519238043,7,599.6406948076195,MEDIUM
65574392174,25128663,2025-08-23 21:27:00+00:00,4004 MINNESOTA AVENUE NE,WARD 7,38.895228,-76.949381,INTERSECTING_ROUTE_ERROR,3.0,,0.0,EAST,1,0790b38e6cf42c98a26dbfd329f61a5c,MINNESOTA AVENUE NE AND BENNING ROAD NE,MINNESOTA AVENUE NE,BENNING ROAD NE,21.82043121749508,2,178.17956878250493,LOW
65575027400,25128828,2025-08-24 03:00:00+00:00,7708 12TH STREET NW,WARD 4,38.983667,-77.029128,BLOCKKEY_ERROR,1.0,KALMIA RD NW,59.81,SOUTH,4,7297ce7ad93a443de5526822b4b07b26,KALMIA ROAD NW AND 12TH STREET NW,KALMIA ROAD NW,12TH STREET NW,74.70733557905878,7,625.2926644209413,HIGH
65575497565,25128867,2025-08-24 05:10:00+00:00,2405 MARKET STREET NE,WARD 5,38.918843,-76.954636,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,b1e75062a3191bfc2be7b799d02e6f39,NEW YORK AVENUE NE EASTBOUND AND RAMP TO SOUTH DAKOTA AVENUE NE NORTHBOUND,NEW YORK AVENUE NE,SOUTH DAKOTA AVENUE NE,53.277741972055104,0,-53.277741972055104,LOW
65577064862,25128823,2025-08-24 03:11:00+00:00,1107 I STREET NW,WARD 2,38.901332,-77.027368,INTERSECTING_ROUTE_ERROR,1.0,,18.61,NORTH,1,0dc7bc87f246b4c9a7eb748a4685d468,I STREET NW AND 11TH STREET NW,I STREET NW,11TH STREET NW,28.688409677093816,2,171.31159032290617,LOW
65577469907,25127978,2025-08-22 16:50:00+00:00,210 12TH STREET NW,WARD 2,38.892656,-77.028135,BLOCKKEY_ERROR,1.0,12TH EXPY NW,63.4,NORTH,1,4b58ae9d44efe03f6b40265071ad9ae5,CONSTITUTION AVENUE NW AND 12TH STREET NW,CONSTITUTION AVENUE NW,12TH STREET NW,63.44889377860893,2,136.55110622139108,LOW
65578438052,25129051,2025-08-24 04:00:00+00:00,1300 1ST STREET NE,WARD 6,38.907556,-77.005888,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,1f88267c6f98d7f4b2d9beec330923b2,1ST STREET NE AND N STREET NE,1ST STREET NE,N STREET NE,35.63504788436922,2,164.36495211563079,LOW
65578663247,25129075,2025-08-24 16:00:00+00:00,1644 BEEKMAN PLACE NW,WARD 1,38.918589,-77.03898,BLOCKKEY_ERROR,1.0,BEEKMAN PL NW,37.47,SOUTH,3,a5bef3914446472f986be4d5210a9236,BEEKMAN PLACE NW AND BEEKMAN PLACE NW,BEEKMAN PLACE NW,BEEKMAN PLACE NW,68.19935789515227,11,1031.8006421048476,HIGH
65578873774,25129089,2025-08-24 17:03:00+00:00,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 6,38.882252,-77.025774,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,66df9aa4c0a6ed0cf53b18b819189a11,INTERSTATE 395 NORTHBOUND AND RAMP TO 9TH STREET SW,INTERSTATE 395,9TH STREET SW,0.08012588140620445,2,199.91987411859378,LOW
65581401838,25129240,2025-08-24 22:01:00+00:00,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 6,38.882252,-77.025774,INTERSECTING_ROUTE_ERROR,6.0,,0.0,EAST,1,66df9aa4c0a6ed0cf53b18b819189a11,INTERSTATE 395 NORTHBOUND AND RAMP TO 9TH STREET SW,INTERSTATE 395,9TH STREET SW,0.08012588140620445,2,199.91987411859378,LOW
65581414425,25129242,2025-08-24 22:47:00+00:00,800 NEW JERSEY AVENUE NW,WARD 6,38.900206,-77.013355,BLOCKKEY_ERROR,1.0,H ST NW,32.58,NORTH,2,19e79ec7ea8098958d454e828e6bf4ae,NEW JERSEY AVENUE NW AND H STREET NW,NEW JERSEY AVENUE NW,H STREET NW,38.295973709334994,7,661.704026290665,HIGH
65582727032,25129419,2025-08-25 05:00:00+00:00,13 L STREET NW,WARD 6,38.903732,-77.009375,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,3,0499d9787706c283d48b29de0e7e110a,L STREET NW AND 1ST PLACE NW,L STREET NW,1ST PLACE NW,77.38101751315133,2,122.61898248684867,LOW
65584087603,25129428,2025-08-25 05:52:00+00:00,1107 GOOD HOPE ROAD SE,WARD 8,38.867839,-76.989945,INTERSECTING_ROUTE_ERROR,12.0,,0.0,EAST,1,0d57286113fa36fe0c2248ae52f530d4,INTERSTATE 295 NORTHBOUND AND INTERSTATE 695 WESTBOUND,INTERSTATE 295 NORTHBOUND,INTERSTATE 695 WESTBOUND,73.07631905345767,0,-73.07631905345767,LOW
65586229260,25129458,2025-08-25 08:46:00+00:00,"INTERSTATE 295 INTERSTATE BN
WASHINGTON,",WARD 8,38.863278,-76.997854,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,9f5c7e5ec08d353fee783fbfea4f053c,SUITLAND PARKWAY SE SOUTHBOUND AND RAMP TO INTERSTATE 295 NORTHBOUND,SUITLAND PARKWAY SE,INTERSTATE 295,96.81719750926038,2,103.18280249073962,LOW
65588576512,25129440,2025-08-25 05:17:00+00:00,801 NEW JERSEY AVENUE SE,WARD 6,38.881463,-77.006064,INTERSECTING_ROUTE_ERROR,100.0,,0.0,EAST,2,131d902a824cbc6ce9100654529ce453,H STREET SE AND NEW JERSEY AVENUE SE,H STREET SE,NEW JERSEY AVENUE SE,112.94347767464369,2,87.05652232535631,LOW
65589313688,25129499,2025-08-25 12:26:00+00:00,"BENNING ROAD NE
WASHINGTON,",WARD 7,38.897213,-76.963933,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,19ed5aee968f189c7a44398b5b37713e,BENNING ROAD NE AND ANACOSTIA AVENUE NE,BENNING ROAD NE,ANACOSTIA AVENUE NE,319.3817252331466,2,-119.3817252331466,LOW
65589555144,25129543,2025-08-25 13:45:00+00:00,3120 PARK PLACE NW,WARD 1,38.930214,-77.018593,BLOCKKEY_ERROR,1.0,KENYON ST NW,31.82,SOUTH,2,7ca1dabc0abe6c73ac141b5bd780b669,PARK PLACE NW AND KENYON STREET NW,PARK PLACE NW,KENYON STREET NW,46.82119752778039,7,653.1788024722196,HIGH
65591096560,25129604,2025-08-25 16:00:00+00:00,4234 4TH STREET SE,WARD 8,38.826846,-77.000493,BLOCKKEY_ERROR,1.0,LIVINGSTON TER SE,1.54,SOUTH,1,5e9ff204d05cc5c9328e3eec707ceebb,LIVINGSTON TERRACE SE AND 4TH STREET SE,LIVINGSTON TERRACE SE,4TH STREET SE,1.5012257610013109,7,698.4987742389986,HIGH
65592371162,25129077,2025-08-24 16:40:00+00:00,3298 FORT LINCOLN DRIVE NE,WARD 5,38.92156,-76.956937,FAR_FROM_CENTERLINE,1.0,ROUTE NOT FOUND,0.0,ROUTE NOT FOUND,1,f972225a6e1e4a989ca8bc70cccaae81,FORT LINCOLN DRIVE NE AND 33RD PLACE NE,FORT LINCOLN DRIVE NE,33RD PLACE NE,125.2246217443179,2,74.7753782556821,LOW
65593541116,25129751,2025-08-25 21:01:00+00:00,900 11TH STREET NW,WARD 2,38.901596,-77.027037,INTERSECTING_ROUTE_ERROR,1.0,,29.08,NORTH,1,0dc7bc87f246b4c9a7eb748a4685d468,I STREET NW AND 11TH STREET NW,I STREET NW,11TH STREET NW,29.095935128430067,2,170.90406487156994,LOW
65594420148,25129758,2025-08-25 21:20:00+00:00,6 DUPONT CIRCLE NW,WARD 2,38.909644,-77.044486,INTERSECTING_ROUTE_ERROR,1.0,,16.52,SOUTH,1,245294b117039f7203164fdfaa66b5a5,P STREET NW AND DUPONT CIRCLE NW,P STREET NW,DUPONT CIRCLE NW,21.657601768243342,2,178.34239823175665,LOW
65595096448,25129753,2025-08-25 21:15:00+00:00,2509 GOOD HOPE ROAD SE,WARD 8,38.860621,-76.968721,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,82630c5f8b387794a2730460bd10e647,SKYLAND PLACE SE AND 25TH STREET SE,SKYLAND PLACE SE,25TH STREET SE,85.63367356171304,0,-85.63367356171304,LOW
65595424140,25126786,2025-08-20 11:10:00+00:00,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 6,38.882252,-77.025774,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,66df9aa4c0a6ed0cf53b18b819189a11,INTERSTATE 395 NORTHBOUND AND RAMP TO 9TH STREET SW,INTERSTATE 395,9TH STREET SW,0.08012588140620445,2,199.91987411859378,LOW
65602740193,25130053,2025-08-26 11:55:00+00:00,1300 1ST STREET NE,WARD 6,38.907556,-77.005888,INTERSECTING_ROUTE_ERROR,1.0,,0.0,EAST,1,1f88267c6f98d7f4b2d9beec330923b2,1ST STREET NE AND N STREET NE,1ST STREET NE,N STREET NE,35.63504788436922,2,164.36495211563079,LOW
